file,score
1,29.534133911132812
2,25.473892211914062
3,26.487106323242188
4,24.738845825195312
5,24.622787475585938
6,22.772445678710938
7,24.913711547851562
8,20.895309448242188
9,29.989532470703125
10,27.06414794921875
11,24.165817260742188
12,25.18963623046875
13,23.03265380859375
14,21.697769165039062
15,21.3521728515625
16,19.89044189453125
17,21.226348876953125
18,22.0987548828125
19,24.0186767578125
20,23.441635131835938
21,22.660247802734375
22,23.473236083984375
23,24.947952270507812
24,25.088638305664062
25,24.887908935546875
26,22.555877685546875
27,24.422882080078125
28,22.683639526367188
29,22.315994262695312
30,24.266448974609375
31,21.020858764648438
32,24.709823608398438
33,25.380752563476562
34,23.0484619140625
35,23.793930053710938
36,22.14630126953125
37,21.855239868164062
38,20.331680297851562
39,21.961669921875
40,24.110183715820312
41,22.625381469726562
42,19.58502197265625
43,20.706466674804688
44,22.133819580078125
45,22.282577514648438
46,21.671707153320312
47,24.213943481445312
48,21.688201904296875
49,22.22625732421875
50,18.2489013671875
51,20.798233032226562
52,21.10406494140625
53,18.995040893554688
54,18.847640991210938
55,23.01141357421875
56,22.57305908203125
57,20.586593627929688
58,20.216705322265625
59,20.826873779296875
60,20.253173828125
61,23.070556640625
62,23.067047119140625
63,21.010589599609375
64,23.317352294921875
65,23.849777221679688
66,20.025680541992188
67,20.865188598632812
68,20.92767333984375
69,21.885986328125
70,21.317138671875
71,22.984588623046875
72,21.916275024414062
73,21.39837646484375
74,21.565765380859375
75,21.672012329101562
76,23.427703857421875
77,16.425338745117188
78,20.127548217773438
79,21.317413330078125
80,19.335189819335938
81,16.12322998046875
82,21.931137084960938
83,24.4844970703125
84,26.719207763671875
85,19.917129516601562
86,17.852706909179688
87,23.6934814453125
88,24.408096313476562
89,22.330352783203125
90,21.8486328125
91,20.139389038085938
92,19.641265869140625
93,19.601882934570312
94,21.583099365234375
95,22.45916748046875
96,21.371566772460938
97,20.052154541015625
98,19.837661743164062
99,19.242416381835938
100,24.205337524414062
101,20.723373413085938
102,19.721633911132812
103,21.871978759765625
104,20.852783203125
105,21.526153564453125
106,20.833023071289062
107,22.123611450195312
108,24.7152099609375
109,21.544815063476562
110,25.655502319335938
111,20.637222290039062
112,20.541427612304688
113,21.15289306640625
114,19.58087158203125
115,23.189132690429688
116,20.905532836914062
117,23.013031005859375
118,24.17864990234375
119,26.245956420898438
120,26.36944580078125
121,25.02337646484375
122,22.6143798828125
123,25.83074951171875
average,22.33059345028265